window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max
4H,golden,psi,var_8,6,2025-01-07 04:00:00,2025-01-07 08:00:00,0 days 04:00:00,0.22569053490032862
4H,golden,psi,var_8,7,2025-01-07 12:00:00,2025-01-08 00:00:00,0 days 12:00:00,0.34670226177141067
4H,golden,psi,var_8,8,2025-01-08 12:00:00,2025-01-08 20:00:00,0 days 08:00:00,0.24379048234732933
4H,golden,psi,var_8,9,2025-01-09 04:00:00,2025-01-09 12:00:00,0 days 08:00:00,0.2450498009175878
4H,golden,psi,var_8,10,2025-01-10 16:00:00,2025-01-11 00:00:00,0 days 08:00:00,0.40852428966893545
4H,golden,psi,var_8,11,2025-01-11 08:00:00,2025-01-11 16:00:00,0 days 08:00:00,0.3909017484528867
4H,golden,psi,var_8,12,2025-01-12 00:00:00,2025-01-12 08:00:00,0 days 08:00:00,0.2837307379679403
4H,golden,psi,var_8,13,2025-01-13 04:00:00,2025-01-13 08:00:00,0 days 04:00:00,0.2630180500351477
4H,golden,psi,var_8,14,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.3104137771427211
4H,golden,psi,var_8,15,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.21488357154823448
4H,golden,psi,var_8,16,2025-01-15 12:00:00,2025-01-16 12:00:00,1 days 00:00:00,5.4611582316498675
4H,golden,psi,var_8,17,2025-01-17 12:00:00,2025-01-20 20:00:00,3 days 08:00:00,8.07039064168247
4H,golden,psi,var_9,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.24542727708884554
4H,golden,psi,var_9,2,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.2210805361120788
4H,golden,psi,var_9,3,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.5004059351468795
4H,golden,psi,var_9,4,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.24082840470439337
4H,golden,psi,var_9,5,2025-01-05 12:00:00,2025-01-05 16:00:00,0 days 04:00:00,0.2525214802806289
4H,golden,psi,var_9,6,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.32169308637100574
4H,golden,psi,var_9,7,2025-01-07 00:00:00,2025-01-07 16:00:00,0 days 16:00:00,0.533190927484963
4H,golden,psi,var_9,8,2025-01-08 00:00:00,2025-01-08 04:00:00,0 days 04:00:00,0.3694665981649761
4H,golden,psi,var_9,9,2025-01-08 08:00:00,2025-01-08 12:00:00,0 days 04:00:00,0.2014660386852343
4H,golden,psi,var_9,10,2025-01-08 20:00:00,2025-01-09 08:00:00,0 days 12:00:00,0.4143841071996192
4H,golden,psi,var_9,11,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.3020235770992335
4H,golden,psi,var_9,12,2025-01-10 16:00:00,2025-01-11 04:00:00,0 days 12:00:00,0.5405362509997228
4H,golden,psi,var_9,13,2025-01-11 08:00:00,2025-01-11 16:00:00,0 days 08:00:00,0.49166333868725887
4H,golden,psi,var_9,14,2025-01-11 20:00:00,2025-01-12 08:00:00,0 days 12:00:00,0.37226140943443575
4H,golden,psi,var_9,15,2025-01-12 12:00:00,2025-01-12 20:00:00,0 days 08:00:00,0.5244913753203528
4H,golden,psi,var_9,16,2025-01-13 00:00:00,2025-01-13 04:00:00,0 days 04:00:00,0.2126677133997897
4H,golden,psi,var_9,17,2025-01-15 04:00:00,2025-01-15 12:00:00,0 days 08:00:00,0.4645376395089995
4H,golden,psi,var_9,18,2025-01-15 20:00:00,2025-01-16 00:00:00,0 days 04:00:00,0.3032772115128426
4H,golden,psi,var_9,19,2025-01-16 08:00:00,2025-01-16 12:00:00,0 days 04:00:00,0.34501073008933925
4H,golden,psi,var_9,20,2025-01-16 20:00:00,2025-01-17 00:00:00,0 days 04:00:00,0.2722152092726856
4H,golden,psi,var_9,21,2025-01-17 08:00:00,2025-01-17 12:00:00,0 days 04:00:00,0.28817923534379736
4H,golden,psi,var_9,22,2025-01-18 04:00:00,2025-01-20 04:00:00,2 days 00:00:00,1.9464534197219667
4H,golden,psi,var_9,23,2025-01-20 08:00:00,2025-01-20 12:00:00,0 days 04:00:00,0.30828146092533204
4H,golden,wasserstein,var_1,1,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.3686610870984455
4H,golden,wasserstein,var_1,2,2025-01-09 12:00:00,2025-01-09 16:00:00,0 days 04:00:00,0.3374921937399907
4H,golden,wasserstein,var_1,3,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.3061598230091665
4H,golden,wasserstein,var_1,4,2025-01-13 20:00:00,2025-01-15 00:00:00,1 days 04:00:00,0.5467650004257496
4H,golden,wasserstein,var_1,5,2025-01-15 04:00:00,2025-01-16 00:00:00,0 days 20:00:00,0.5297900278751885
4H,golden,wasserstein,var_1,6,2025-01-19 04:00:00,2025-01-20 04:00:00,1 days 00:00:00,0.8788803133788832
4H,golden,wasserstein,var_1,7,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.25415015108052075
4H,golden,wasserstein,var_10,1,2025-01-06 08:00:00,2025-01-09 00:00:00,2 days 16:00:00,1.3616928296926694
4H,golden,wasserstein,var_10,2,2025-01-09 04:00:00,2025-01-09 12:00:00,0 days 08:00:00,0.6105229621006376
4H,golden,wasserstein,var_10,3,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.43263165845602813
4H,golden,wasserstein,var_10,4,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.5143100343557517
4H,golden,wasserstein,var_10,5,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.4172356451205915
4H,golden,wasserstein,var_10,6,2025-01-11 00:00:00,2025-01-11 04:00:00,0 days 04:00:00,0.4419731905412368
4H,golden,wasserstein,var_10,7,2025-01-12 08:00:00,2025-01-14 08:00:00,2 days 00:00:00,0.7478121242064054
4H,golden,wasserstein,var_10,8,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.2873044887381658
4H,golden,wasserstein,var_10,9,2025-01-16 12:00:00,2025-01-17 04:00:00,0 days 16:00:00,0.9271802910723361
4H,golden,wasserstein,var_10,10,2025-01-17 08:00:00,2025-01-17 12:00:00,0 days 04:00:00,0.4697188402316906
4H,golden,wasserstein,var_10,11,2025-01-17 16:00:00,2025-01-17 20:00:00,0 days 04:00:00,0.30716121908391586
4H,golden,wasserstein,var_10,12,2025-01-18 08:00:00,2025-01-18 16:00:00,0 days 08:00:00,0.5266813077715362
4H,golden,wasserstein,var_10,13,2025-01-18 20:00:00,2025-01-19 08:00:00,0 days 12:00:00,0.4406326144402406
4H,golden,wasserstein,var_10,14,2025-01-19 12:00:00,2025-01-20 00:00:00,0 days 12:00:00,0.5096524607366486
4H,golden,wasserstein,var_10,15,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.3387538217678203
4H,golden,wasserstein,var_2,1,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.2574384171731997
4H,golden,wasserstein,var_2,2,2025-01-16 00:00:00,2025-01-17 16:00:00,1 days 16:00:00,1.1486251360218511
4H,golden,wasserstein,var_2,3,2025-01-18 00:00:00,2025-01-18 08:00:00,0 days 08:00:00,0.42787438536737993
4H,golden,wasserstein,var_3,1,2025-01-15 16:00:00,2025-01-16 00:00:00,0 days 08:00:00,0.4093039423887307
4H,golden,wasserstein,var_3,2,2025-01-16 04:00:00,2025-01-17 20:00:00,1 days 16:00:00,0.573161344257239
4H,golden,wasserstein,var_3,3,2025-01-18 00:00:00,2025-01-18 12:00:00,0 days 12:00:00,0.5593201780085986
4H,golden,wasserstein,var_3,4,2025-01-18 16:00:00,2025-01-18 20:00:00,0 days 04:00:00,0.4076685541989323
4H,golden,wasserstein,var_3,5,2025-01-19 16:00:00,2025-01-20 00:00:00,0 days 08:00:00,0.44080254831054844
4H,golden,wasserstein,var_3,6,2025-01-20 04:00:00,2025-01-20 20:00:00,0 days 16:00:00,0.7398966942180575
4H,golden,wasserstein,var_4,1,2025-01-03 08:00:00,2025-01-03 12:00:00,0 days 04:00:00,0.2888852051162508
4H,golden,wasserstein,var_4,2,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.3208575928350953
4H,golden,wasserstein,var_4,3,2025-01-11 00:00:00,2025-01-13 08:00:00,2 days 08:00:00,1.0147242196313946
4H,golden,wasserstein,var_4,4,2025-01-14 04:00:00,2025-01-14 08:00:00,0 days 04:00:00,0.31193108059097896
4H,golden,wasserstein,var_4,5,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.2700280239053171
4H,golden,wasserstein,var_4,6,2025-01-15 04:00:00,2025-01-15 08:00:00,0 days 04:00:00,0.266021532781715
4H,golden,wasserstein,var_4,7,2025-01-15 16:00:00,2025-01-16 12:00:00,0 days 20:00:00,1.0505780304603098
4H,golden,wasserstein,var_4,8,2025-01-16 16:00:00,2025-01-16 20:00:00,0 days 04:00:00,0.3486641871336478
4H,golden,wasserstein,var_4,9,2025-01-17 12:00:00,2025-01-18 16:00:00,1 days 04:00:00,1.9827183665123387
4H,golden,wasserstein,var_4,10,2025-01-19 08:00:00,2025-01-20 08:00:00,1 days 00:00:00,1.9097316446402313
4H,golden,wasserstein,var_5,1,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.29138926383281794
4H,golden,wasserstein,var_5,2,2025-01-15 16:00:00,2025-01-17 00:00:00,1 days 08:00:00,1.469583690389455
4H,golden,wasserstein,var_5,3,2025-01-17 16:00:00,2025-01-17 20:00:00,0 days 04:00:00,0.3703550158993092
4H,golden,wasserstein,var_6,1,2025-01-01 20:00:00,2025-01-02 00:00:00,0 days 04:00:00,0.24702892514758806
4H,golden,wasserstein,var_6,2,2025-01-11 08:00:00,2025-01-13 08:00:00,2 days 00:00:00,0.9662392152125407
4H,golden,wasserstein,var_6,3,2025-01-17 12:00:00,2025-01-17 20:00:00,0 days 08:00:00,0.28249436219844987
4H,golden,wasserstein,var_6,4,2025-01-18 00:00:00,2025-01-19 12:00:00,1 days 12:00:00,0.6045661808907608
4H,golden,wasserstein,var_7,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.2416499839791662
4H,golden,wasserstein,var_7,2,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,1.303828147322792
4H,golden,wasserstein,var_7,3,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.33993976947464843
4H,golden,wasserstein,var_7,4,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.37519300842127923
4H,golden,wasserstein,var_7,5,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.28602433152647044
4H,golden,wasserstein,var_7,6,2025-01-13 08:00:00,2025-01-13 12:00:00,0 days 04:00:00,0.3547876450500783
4H,golden,wasserstein,var_7,7,2025-01-13 16:00:00,2025-01-13 20:00:00,0 days 04:00:00,0.27560566896419614
4H,golden,wasserstein,var_7,8,2025-01-14 00:00:00,2025-01-14 04:00:00,0 days 04:00:00,0.28307429991625155
4H,golden,wasserstein,var_7,9,2025-01-14 08:00:00,2025-01-14 16:00:00,0 days 08:00:00,0.5427678126898627
4H,golden,wasserstein,var_7,10,2025-01-15 16:00:00,2025-01-15 20:00:00,0 days 04:00:00,0.2702006455397169
4H,golden,wasserstein,var_7,11,2025-01-16 08:00:00,2025-01-16 12:00:00,0 days 04:00:00,0.2520513527954944
4H,golden,wasserstein,var_7,12,2025-01-19 08:00:00,2025-01-20 20:00:00,1 days 12:00:00,1.0046803187289952
4H,golden,wasserstein,var_8,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.3205635333486337
4H,golden,wasserstein,var_8,2,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.38123387831986366
4H,golden,wasserstein,var_8,3,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.37785603475638097
4H,golden,wasserstein,var_8,4,2025-01-10 20:00:00,2025-01-11 00:00:00,0 days 04:00:00,0.27464542560576194
4H,golden,wasserstein,var_8,5,2025-01-15 12:00:00,2025-01-16 04:00:00,0 days 16:00:00,0.8508862492824685
4H,golden,wasserstein,var_8,6,2025-01-17 12:00:00,2025-01-17 16:00:00,0 days 04:00:00,0.34220150211631073
4H,golden,wasserstein,var_8,7,2025-01-17 20:00:00,2025-01-20 16:00:00,2 days 20:00:00,1.9607854188060303
4H,golden,wasserstein,var_9,1,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.2899779274962737
4H,golden,wasserstein,var_9,2,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.318749494482247
4H,golden,wasserstein,var_9,3,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.3692779625208872
4H,golden,wasserstein,var_9,4,2025-01-12 16:00:00,2025-01-12 20:00:00,0 days 04:00:00,0.35292224221611684
4H,golden,wasserstein,var_9,5,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.2244798923623652
4H,golden,wasserstein,var_9,6,2025-01-15 04:00:00,2025-01-15 08:00:00,0 days 04:00:00,0.2533428086955514
4H,golden,wasserstein,var_9,7,2025-01-16 08:00:00,2025-01-16 12:00:00,0 days 04:00:00,0.2709170207685958
4H,golden,wasserstein,var_9,8,2025-01-17 08:00:00,2025-01-17 12:00:00,0 days 04:00:00,0.22598675174806715
4H,golden,wasserstein,var_9,9,2025-01-18 04:00:00,2025-01-18 08:00:00,0 days 04:00:00,0.44989682889370836
4H,golden,wasserstein,var_9,10,2025-01-19 04:00:00,2025-01-20 04:00:00,1 days 00:00:00,0.3846356196854198
4H,seasonal,ks,var_1,1,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.1632045297372061
4H,seasonal,ks,var_1,2,2025-01-02 04:00:00,2025-01-02 08:00:00,0 days 04:00:00,0.1833432128037937
4H,seasonal,ks,var_1,3,2025-01-02 16:00:00,2025-01-02 20:00:00,0 days 04:00:00,0.15518326417704012
4H,seasonal,ks,var_1,4,2025-01-03 00:00:00,2025-01-03 04:00:00,0 days 04:00:00,0.16100305440295068
4H,seasonal,ks,var_1,5,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.3211135983111305
4H,seasonal,ks,var_1,6,2025-01-06 04:00:00,2025-01-06 12:00:00,0 days 08:00:00,0.19238388435283094
4H,seasonal,ks,var_1,7,2025-01-07 12:00:00,2025-01-07 16:00:00,0 days 04:00:00,0.15018308685321133
4H,seasonal,ks,var_1,8,2025-01-08 12:00:00,2025-01-09 04:00:00,0 days 16:00:00,0.26307053941908715
4H,seasonal,ks,var_1,9,2025-01-09 08:00:00,2025-01-10 08:00:00,1 days 00:00:00,0.42614107883817426
4H,seasonal,ks,var_1,10,2025-01-10 12:00:00,2025-01-10 16:00:00,0 days 04:00:00,0.21016597510373444
4H,seasonal,ks,var_1,11,2025-01-11 00:00:00,2025-01-12 16:00:00,1 days 16:00:00,0.3426694329183956
4H,seasonal,ks,var_1,12,2025-01-12 20:00:00,2025-01-13 08:00:00,0 days 12:00:00,0.24426002766251728
4H,seasonal,ks,var_1,13,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.2975103734439834
4H,seasonal,ks,var_1,14,2025-01-13 20:00:00,2025-01-20 20:00:00,7 days 00:00:00,1.0
4H,seasonal,ks,var_10,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.20445193637621023
4H,seasonal,ks,var_10,2,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.17463762102351313
4H,seasonal,ks,var_10,3,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.1664406737798854
4H,seasonal,ks,var_10,4,2025-01-06 08:00:00,2025-01-20 20:00:00,14 days 12:00:00,1.0
4H,seasonal,ks,var_2,1,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.1686030428769018
4H,seasonal,ks,var_2,2,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.20510027662517288
4H,seasonal,ks,var_2,3,2025-01-07 20:00:00,2025-01-08 08:00:00,0 days 12:00:00,0.20235131396957123
4H,seasonal,ks,var_2,4,2025-01-08 12:00:00,2025-01-09 08:00:00,0 days 20:00:00,0.3477869986168741
4H,seasonal,ks,var_2,5,2025-01-09 16:00:00,2025-01-10 16:00:00,1 days 00:00:00,0.555255878284924
4H,seasonal,ks,var_2,6,2025-01-10 20:00:00,2025-01-11 12:00:00,0 days 16:00:00,0.2925311203319502
4H,seasonal,ks,var_2,7,2025-01-11 16:00:00,2025-01-12 00:00:00,0 days 08:00:00,0.27351313969571234
4H,seasonal,ks,var_2,8,2025-01-12 04:00:00,2025-01-13 08:00:00,1 days 04:00:00,0.5174965421853389
4H,seasonal,ks,var_2,9,2025-01-13 12:00:00,2025-01-14 08:00:00,0 days 20:00:00,0.4681881051175657
4H,seasonal,ks,var_2,10,2025-01-14 16:00:00,2025-01-14 20:00:00,0 days 04:00:00,0.1809820193637621
4H,seasonal,ks,var_2,11,2025-01-15 00:00:00,2025-01-15 08:00:00,0 days 08:00:00,0.3101313969571231
4H,seasonal,ks,var_2,12,2025-01-15 12:00:00,2025-01-15 20:00:00,0 days 08:00:00,0.3506915629322268
4H,seasonal,ks,var_2,13,2025-01-16 00:00:00,2025-01-20 20:00:00,4 days 20:00:00,1.0
4H,seasonal,ks,var_3,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.20973374827109267
4H,seasonal,ks,var_3,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.20752939142461965
4H,seasonal,ks,var_3,3,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.165192380233874
4H,seasonal,ks,var_3,4,2025-01-03 12:00:00,2025-01-03 16:00:00,0 days 04:00:00,0.16037459658828954
4H,seasonal,ks,var_3,5,2025-01-05 00:00:00,2025-01-05 08:00:00,0 days 08:00:00,0.16685252420470262
4H,seasonal,ks,var_3,6,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.15837717348350128
4H,seasonal,ks,var_3,7,2025-01-06 12:00:00,2025-01-06 16:00:00,0 days 04:00:00,0.16450919988264387
4H,seasonal,ks,var_3,8,2025-01-06 20:00:00,2025-01-07 00:00:00,0 days 04:00:00,0.15807300928670223
4H,seasonal,ks,var_3,9,2025-01-07 20:00:00,2025-01-08 00:00:00,0 days 04:00:00,0.19633471645919778
4H,seasonal,ks,var_3,10,2025-01-08 12:00:00,2025-01-10 04:00:00,1 days 16:00:00,0.45152143845089904
4H,seasonal,ks,var_3,11,2025-01-10 12:00:00,2025-01-11 12:00:00,1 days 00:00:00,0.4424619640387275
4H,seasonal,ks,var_3,12,2025-01-11 16:00:00,2025-01-11 20:00:00,0 days 04:00:00,0.3020746887966805
4H,seasonal,ks,var_3,13,2025-01-12 00:00:00,2025-01-12 04:00:00,0 days 04:00:00,0.2147994467496542
4H,seasonal,ks,var_3,14,2025-01-12 08:00:00,2025-01-12 16:00:00,0 days 08:00:00,0.1946058091286307
4H,seasonal,ks,var_3,15,2025-01-12 20:00:00,2025-01-13 04:00:00,0 days 08:00:00,0.3602351313969571
4H,seasonal,ks,var_3,16,2025-01-13 12:00:00,2025-01-13 20:00:00,0 days 08:00:00,0.37130013831258646
4H,seasonal,ks,var_3,17,2025-01-14 08:00:00,2025-01-14 20:00:00,0 days 12:00:00,0.4053941908713693
4H,seasonal,ks,var_3,18,2025-01-15 04:00:00,2025-01-15 08:00:00,0 days 04:00:00,0.2385200553250346
4H,seasonal,ks,var_3,19,2025-01-15 12:00:00,2025-01-20 20:00:00,5 days 08:00:00,1.0
4H,seasonal,ks,var_4,1,2025-01-02 00:00:00,2025-01-02 04:00:00,0 days 04:00:00,0.18562989857076995
4H,seasonal,ks,var_4,2,2025-01-05 20:00:00,2025-01-06 00:00:00,0 days 04:00:00,0.2038429436733915
4H,seasonal,ks,var_4,3,2025-01-06 20:00:00,2025-01-07 00:00:00,0 days 04:00:00,0.21701146018573406
4H,seasonal,ks,var_4,4,2025-01-07 20:00:00,2025-01-09 12:00:00,1 days 16:00:00,0.38492392807745507
4H,seasonal,ks,var_4,5,2025-01-10 00:00:00,2025-01-10 08:00:00,0 days 08:00:00,0.23907330567081606
4H,seasonal,ks,var_4,6,2025-01-10 16:00:00,2025-01-20 20:00:00,10 days 04:00:00,1.0
4H,seasonal,ks,var_5,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.1730982019363762
4H,seasonal,ks,var_5,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.1554460580912863
4H,seasonal,ks,var_5,3,2025-01-03 12:00:00,2025-01-03 16:00:00,0 days 04:00:00,0.19231904103273398
4H,seasonal,ks,var_5,4,2025-01-04 00:00:00,2025-01-04 04:00:00,0 days 04:00:00,0.23502093898878132
4H,seasonal,ks,var_5,5,2025-01-04 08:00:00,2025-01-04 12:00:00,0 days 04:00:00,0.17266943291839557
4H,seasonal,ks,var_5,6,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.1768582295988935
4H,seasonal,ks,var_5,7,2025-01-06 16:00:00,2025-01-06 20:00:00,0 days 04:00:00,0.19614504515499145
4H,seasonal,ks,var_5,8,2025-01-07 20:00:00,2025-01-08 16:00:00,0 days 20:00:00,0.28803596127247577
4H,seasonal,ks,var_5,9,2025-01-08 20:00:00,2025-01-09 00:00:00,0 days 04:00:00,0.2384508990318119
4H,seasonal,ks,var_5,10,2025-01-09 04:00:00,2025-01-10 16:00:00,1 days 12:00:00,0.3847856154910097
4H,seasonal,ks,var_5,11,2025-01-10 20:00:00,2025-01-12 04:00:00,1 days 08:00:00,0.5966804979253112
4H,seasonal,ks,var_5,12,2025-01-12 16:00:00,2025-01-13 08:00:00,0 days 16:00:00,0.277731673582296
4H,seasonal,ks,var_5,13,2025-01-13 12:00:00,2025-01-15 00:00:00,1 days 12:00:00,0.3510373443983402
4H,seasonal,ks,var_5,14,2025-01-15 08:00:00,2025-01-20 20:00:00,5 days 12:00:00,1.0
4H,seasonal,ks,var_6,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.15126210235131396
4H,seasonal,ks,var_6,2,2025-01-03 12:00:00,2025-01-03 16:00:00,0 days 04:00:00,0.18348547717842323
4H,seasonal,ks,var_6,3,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.15134549670490602
4H,seasonal,ks,var_6,4,2025-01-05 08:00:00,2025-01-05 12:00:00,0 days 04:00:00,0.2307067241195872
4H,seasonal,ks,var_6,5,2025-01-07 20:00:00,2025-01-08 04:00:00,0 days 08:00:00,0.2049792531120332
4H,seasonal,ks,var_6,6,2025-01-08 08:00:00,2025-01-08 20:00:00,0 days 12:00:00,0.33955739972337484
4H,seasonal,ks,var_6,7,2025-01-09 00:00:00,2025-01-09 08:00:00,0 days 08:00:00,0.260926694329184
4H,seasonal,ks,var_6,8,2025-01-09 12:00:00,2025-01-10 08:00:00,0 days 20:00:00,0.31756569847856153
4H,seasonal,ks,var_6,9,2025-01-10 12:00:00,2025-01-10 20:00:00,0 days 08:00:00,0.3426694329183956
4H,seasonal,ks,var_6,10,2025-01-11 00:00:00,2025-01-11 04:00:00,0 days 04:00:00,0.2276625172890733
4H,seasonal,ks,var_6,11,2025-01-11 08:00:00,2025-01-20 20:00:00,9 days 12:00:00,1.0
4H,seasonal,ks,var_7,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.21881051175656985
4H,seasonal,ks,var_7,2,2025-01-01 12:00:00,2025-01-01 16:00:00,0 days 04:00:00,0.188865836791148
4H,seasonal,ks,var_7,3,2025-01-02 08:00:00,2025-01-09 20:00:00,7 days 12:00:00,0.9334716459197787
4H,seasonal,ks,var_7,4,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.3558091286307054
4H,seasonal,ks,var_7,5,2025-01-10 12:00:00,2025-01-10 16:00:00,0 days 04:00:00,0.22959889349930843
4H,seasonal,ks,var_7,6,2025-01-11 00:00:00,2025-01-11 08:00:00,0 days 08:00:00,0.25269709543568464
4H,seasonal,ks,var_7,7,2025-01-11 16:00:00,2025-01-11 20:00:00,0 days 04:00:00,0.2463347164591978
4H,seasonal,ks,var_7,8,2025-01-12 00:00:00,2025-01-12 04:00:00,0 days 04:00:00,0.15138312586445365
4H,seasonal,ks,var_7,9,2025-01-12 08:00:00,2025-01-13 00:00:00,0 days 16:00:00,0.3345781466113416
4H,seasonal,ks,var_7,10,2025-01-13 04:00:00,2025-01-20 20:00:00,7 days 16:00:00,1.0
4H,seasonal,ks,var_8,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.2231154910096819
4H,seasonal,ks,var_8,2,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.2204097510373444
4H,seasonal,ks,var_8,3,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.252093307798702
4H,seasonal,ks,var_8,4,2025-01-06 04:00:00,2025-01-06 08:00:00,0 days 04:00:00,0.17686164279659125
4H,seasonal,ks,var_8,5,2025-01-07 12:00:00,2025-01-08 00:00:00,0 days 12:00:00,0.3462655601659751
4H,seasonal,ks,var_8,6,2025-01-08 04:00:00,2025-01-08 12:00:00,0 days 08:00:00,0.3148686030428769
4H,seasonal,ks,var_8,7,2025-01-08 16:00:00,2025-01-09 20:00:00,1 days 04:00:00,0.40560165975103735
4H,seasonal,ks,var_8,8,2025-01-10 00:00:00,2025-01-11 08:00:00,1 days 08:00:00,0.2588520055325035
4H,seasonal,ks,var_8,9,2025-01-11 12:00:00,2025-01-12 00:00:00,0 days 12:00:00,0.4934993084370678
4H,seasonal,ks,var_8,10,2025-01-12 12:00:00,2025-01-13 00:00:00,0 days 12:00:00,0.3053941908713693
4H,seasonal,ks,var_8,11,2025-01-13 04:00:00,2025-01-14 00:00:00,0 days 20:00:00,0.3426694329183956
4H,seasonal,ks,var_8,12,2025-01-14 04:00:00,2025-01-14 08:00:00,0 days 04:00:00,0.27717842323651454
4H,seasonal,ks,var_8,13,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.3058091286307054
4H,seasonal,ks,var_8,14,2025-01-15 04:00:00,2025-01-20 20:00:00,5 days 16:00:00,1.0
4H,seasonal,ks,var_9,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.1704097510373444
4H,seasonal,ks,var_9,2,2025-01-02 12:00:00,2025-01-02 16:00:00,0 days 04:00:00,0.15115836791147994
4H,seasonal,ks,var_9,3,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.16625704862219384
4H,seasonal,ks,var_9,4,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.1806240338459035
